ID,Label,Tweet
110,1,"Switched to iPhone recently, best decision ever!"
111,1,Miss the headphone jack on the iPhone.
112,0,Experiencing a lot of glitches with my iPhone.
113,0,"iPhone's performance is incredible, so fast!"
114,0,Miss the headphone jack on the iPhone.
115,1,"iPhone's design is sleek and elegant, a big fan!"
116,1,"Love my new iPhone, it's amazing!"
117,1,"iPhone's performance is incredible, so fast!"
118,0,The camera on the iPhone is top-notch.
119,0,Experiencing a lot of glitches with my iPhone.
120,0,unhappy with the latest iPhone update.
121,1,"iPhone's design is sleek and elegant, a big fan!"
122,0,"Love my new iPhone, it's amazing!"
123,0,The camera on the iPhone is top-notch.
124,0,Not satisfied with the customer service for my iPhone.
125,1,Not satisfied with the customer service for my iPhone.
126,1,"iPhone's design is sleek and elegant, a big fan!"
127,1,Not satisfied with the customer service for my iPhone.
128,0,"Switched to iPhone recently, best decision ever!"
129,1,Really disappointed with my iPhone's battery life.
130,0,Not satisfied with the customer service for my iPhone.
131,0,The camera on the iPhone is top-notch.
132,0,unhappy with the latest iPhone update.
133,1,Miss the headphone jack on the iPhone.
134,0,Experiencing a lot of glitches with my iPhone.
135,0,unhappy with the latest iPhone update.
136,1,The camera on the iPhone is top-notch.
137,1,"Switched to iPhone recently, best decision ever!"
138,1,Not satisfied with the customer service for my iPhone.
139,0,unhappy with the latest iPhone update.
140,1,"Switched to iPhone recently, best decision ever!"
141,0,Miss the headphone jack on the iPhone.
142,0,Experiencing a lot of glitches with my iPhone.
143,1,Miss the headphone jack on the iPhone.
144,1,Experiencing a lot of glitches with my iPhone.
145,1,Not satisfied with the customer service for my iPhone.
146,1,unhappy with the latest iPhone update.
147,0,"Switched to iPhone recently, best decision ever!"
148,0,"iPhone's performance is incredible, so fast!"
149,1,The camera on the iPhone is top-notch.
150,1,Really disappointed with my iPhone's battery life.
151,1,Experiencing a lot of glitches with my iPhone.
152,1,Experiencing a lot of glitches with my iPhone.
153,1,Experiencing a lot of glitches with my iPhone.
154,0,The camera on the iPhone is top-notch.
155,1,"iPhone's design is sleek and elegant, a big fan!"
156,1,"Love my new iPhone, it's amazing!"
157,0,Experiencing a lot of glitches with my iPhone.
158,0,"iPhone's design is sleek and elegant, a big fan!"
159,1,Miss the headphone jack on the iPhone.
160,1,Experiencing a lot of glitches with my iPhone.
161,1,Really disappointed with my iPhone's battery life.
162,0,The camera on the iPhone is top-notch.
163,1,"iPhone's design is sleek and elegant, a big fan!"
164,0,"iPhone's design is sleek and elegant, a big fan!"
165,1,"Love my new iPhone, it's amazing!"
166,1,Experiencing a lot of glitches with my iPhone.
167,0,"Switched to iPhone recently, best decision ever!"
168,0,"Switched to iPhone recently, best decision ever!"
169,1,"iPhone's performance is incredible, so fast!"
170,0,"iPhone's performance is incredible, so fast!"
171,1,unhappy with the latest iPhone update.
172,0,Miss the headphone jack on the iPhone.
173,1,Really disappointed with my iPhone's battery life.
174,1,"iPhone's performance is incredible, so fast!"
175,1,"iPhone's performance is incredible, so fast!"
176,0,Experiencing a lot of glitches with my iPhone.
177,0,"iPhone's performance is incredible, so fast!"
178,0,"Love my new iPhone, it's amazing!"
179,1,Not satisfied with the customer service for my iPhone.
180,1,"Switched to iPhone recently, best decision ever!"
181,1,The camera on the iPhone is top-notch.
182,0,"iPhone's performance is incredible, so fast!"
183,1,"iPhone's design is sleek and elegant, a big fan!"
184,0,Experiencing a lot of glitches with my iPhone.
185,1,"Switched to iPhone recently, best decision ever!"
186,1,"Love my new iPhone, it's amazing!"
187,0,Really disappointed with my iPhone's battery life.
188,0,Really disappointed with my iPhone's battery life.
189,0,"iPhone's design is sleek and elegant, a big fan!"
190,1,"Switched to iPhone recently, best decision ever!"
191,0,Not satisfied with the customer service for my iPhone.
192,0,Really disappointed with my iPhone's battery life.
193,1,Experiencing a lot of glitches with my iPhone.
194,1,"Switched to iPhone recently, best decision ever!"
195,1,"iPhone's performance is incredible, so fast!"
196,0,Experiencing a lot of glitches with my iPhone.
197,0,Not satisfied with the customer service for my iPhone.
198,0,"Switched to iPhone recently, best decision ever!"
199,1,The camera on the iPhone is top-notch.
200,1,unhappy with the latest iPhone update.
201,0,Miss the headphone jack on the iPhone.
202,1,Experiencing a lot of glitches with my iPhone.
203,1,unhappy with the latest iPhone update.
204,1,Miss the headphone jack on the iPhone.
205,0,Miss the headphone jack on the iPhone.
206,1,Not satisfied with the customer service for my iPhone.
207,1,Miss the headphone jack on the iPhone.
208,0,"iPhone's design is sleek and elegant, a big fan!"
209,1,Really disappointed with my iPhone's battery life.
210,1,unhappy with the latest iPhone update.
211,0,Not satisfied with the customer service for my iPhone.
212,0,The camera on the iPhone is top-notch.
213,0,Miss the headphone jack on the iPhone.
214,1,unhappy with the latest iPhone update.
215,1,Miss the headphone jack on the iPhone.
216,1,"Switched to iPhone recently, best decision ever!"
217,0,"iPhone's performance is incredible, so fast!"
218,0,Not satisfied with the customer service for my iPhone.
219,0,unhappy with the latest iPhone update.
220,0,unhappy with the latest iPhone update.
221,0,The camera on the iPhone is top-notch.
222,0,"Switched to iPhone recently, best decision ever!"
223,1,unhappy with the latest iPhone update.
224,0,Really disappointed with my iPhone's battery life.
225,0,"iPhone's design is sleek and elegant, a big fan!"
226,0,"Switched to iPhone recently, best decision ever!"
227,1,"iPhone's design is sleek and elegant, a big fan!"
228,1,"Switched to iPhone recently, best decision ever!"
229,0,Not satisfied with the customer service for my iPhone.
230,0,unhappy with the latest iPhone update.
231,1,"iPhone's performance is incredible, so fast!"
232,1,unhappy with the latest iPhone update.
233,0,"Love my new iPhone, it's amazing!"
234,0,"iPhone's performance is incredible, so fast!"
235,1,"iPhone's performance is incredible, so fast!"
236,1,unhappy with the latest iPhone update.
237,0,Experiencing a lot of glitches with my iPhone.
238,0,"Love my new iPhone, it's amazing!"
239,0,"iPhone's design is sleek and elegant, a big fan!"
240,0,"iPhone's design is sleek and elegant, a big fan!"
241,0,Really disappointed with my iPhone's battery life.
242,0,unhappy with the latest iPhone update.
243,0,"Switched to iPhone recently, best decision ever!"
244,1,"iPhone's design is sleek and elegant, a big fan!"
245,0,"Love my new iPhone, it's amazing!"
246,0,"Switched to iPhone recently, best decision ever!"
247,0,The camera on the iPhone is top-notch.
248,1,Miss the headphone jack on the iPhone.
249,0,Experiencing a lot of glitches with my iPhone.
250,1,"Love my new iPhone, it's amazing!"
251,1,"iPhone's design is sleek and elegant, a big fan!"
252,0,Miss the headphone jack on the iPhone.
253,1,Experiencing a lot of glitches with my iPhone.
254,0,"iPhone's performance is incredible, so fast!"
255,0,"iPhone's performance is incredible, so fast!"
256,1,Really disappointed with my iPhone's battery life.
257,1,Miss the headphone jack on the iPhone.
258,0,unhappy with the latest iPhone update.
259,1,Not satisfied with the customer service for my iPhone.
260,0,Not satisfied with the customer service for my iPhone.
261,1,The camera on the iPhone is top-notch.
262,1,Experiencing a lot of glitches with my iPhone.
263,1,Miss the headphone jack on the iPhone.
264,1,"iPhone's design is sleek and elegant, a big fan!"
265,1,unhappy with the latest iPhone update.
266,1,Experiencing a lot of glitches with my iPhone.
267,1,unhappy with the latest iPhone update.
268,0,"iPhone's performance is incredible, so fast!"
269,1,The camera on the iPhone is top-notch.
270,0,unhappy with the latest iPhone update.
271,1,unhappy with the latest iPhone update.
272,1,"Switched to iPhone recently, best decision ever!"
273,1,Really disappointed with my iPhone's battery life.
274,1,"Love my new iPhone, it's amazing!"
275,0,Really disappointed with my iPhone's battery life.
276,0,"Love my new iPhone, it's amazing!"
277,1,"Switched to iPhone recently, best decision ever!"
278,1,"iPhone's performance is incredible, so fast!"
279,1,Experiencing a lot of glitches with my iPhone.
280,0,"Switched to iPhone recently, best decision ever!"
281,0,"iPhone's design is sleek and elegant, a big fan!"
282,0,Miss the headphone jack on the iPhone.
283,1,The camera on the iPhone is top-notch.
284,0,"iPhone's performance is incredible, so fast!"
285,0,Experiencing a lot of glitches with my iPhone.
286,1,The camera on the iPhone is top-notch.
287,0,Not satisfied with the customer service for my iPhone.
288,0,"Switched to iPhone recently, best decision ever!"
289,1,"Love my new iPhone, it's amazing!"
290,0,Not satisfied with the customer service for my iPhone.
291,0,Really disappointed with my iPhone's battery life.
292,1,"Switched to iPhone recently, best decision ever!"
293,0,unhappy with the latest iPhone update.
294,1,Not satisfied with the customer service for my iPhone.
295,0,Not satisfied with the customer service for my iPhone.
296,1,Not satisfied with the customer service for my iPhone.
297,0,"Love my new iPhone, it's amazing!"
298,0,"Switched to iPhone recently, best decision ever!"
299,0,Really disappointed with my iPhone's battery life.
300,1,The camera on the iPhone is top-notch.
301,1,"Switched to iPhone recently, best decision ever!"
302,1,Really disappointed with my iPhone's battery life.
303,1,"iPhone's performance is incredible, so fast!"
304,1,Really disappointed with my iPhone's battery life.
305,0,Experiencing a lot of glitches with my iPhone.
306,1,"iPhone's performance is incredible, so fast!"
307,0,"Switched to iPhone recently, best decision ever!"
308,1,The camera on the iPhone is top-notch.
309,0,"Switched to iPhone recently, best decision ever!"
310,0,Miss the headphone jack on the iPhone.
311,1,Experiencing a lot of glitches with my iPhone.
312,1,"iPhone's design is sleek and elegant, a big fan!"
313,0,Experiencing a lot of glitches with my iPhone.
314,1,"iPhone's performance is incredible, so fast!"
315,1,unhappy with the latest iPhone update.
316,1,"iPhone's performance is incredible, so fast!"
317,1,"iPhone's design is sleek and elegant, a big fan!"
318,0,"Switched to iPhone recently, best decision ever!"
319,0,The camera on the iPhone is top-notch.
320,0,"Switched to iPhone recently, best decision ever!"
321,0,"iPhone's performance is incredible, so fast!"
322,1,The camera on the iPhone is top-notch.
323,0,unhappy with the latest iPhone update.
324,1,Really disappointed with my iPhone's battery life.
325,0,unhappy with the latest iPhone update.
326,0,Not satisfied with the customer service for my iPhone.
327,1,unhappy with the latest iPhone update.
328,1,"Love my new iPhone, it's amazing!"
329,0,"iPhone's design is sleek and elegant, a big fan!"
330,1,The camera on the iPhone is top-notch.
331,0,"iPhone's design is sleek and elegant, a big fan!"
332,0,Experiencing a lot of glitches with my iPhone.
333,1,The camera on the iPhone is top-notch.
334,0,"iPhone's design is sleek and elegant, a big fan!"
335,1,"iPhone's design is sleek and elegant, a big fan!"
336,0,Really disappointed with my iPhone's battery life.
337,1,The camera on the iPhone is top-notch.
338,0,"iPhone's design is sleek and elegant, a big fan!"
339,1,"iPhone's performance is incredible, so fast!"
340,1,"iPhone's design is sleek and elegant, a big fan!"
341,1,Miss the headphone jack on the iPhone.
342,1,Experiencing a lot of glitches with my iPhone.
343,1,Miss the headphone jack on the iPhone.
344,0,Not satisfied with the customer service for my iPhone.
345,0,"iPhone's performance is incredible, so fast!"
346,1,The camera on the iPhone is top-notch.
347,0,Miss the headphone jack on the iPhone.
348,1,unhappy with the latest iPhone update.
349,0,Really disappointed with my iPhone's battery life.
350,0,Experiencing a lot of glitches with my iPhone.
351,0,unhappy with the latest iPhone update.
352,1,unhappy with the latest iPhone update.
353,0,unhappy with the latest iPhone update.
354,1,"Love my new iPhone, it's amazing!"
355,1,"Love my new iPhone, it's amazing!"
356,1,"iPhone's design is sleek and elegant, a big fan!"
357,1,"iPhone's performance is incredible, so fast!"
358,1,"iPhone's performance is incredible, so fast!"
359,1,"Switched to iPhone recently, best decision ever!"
360,1,unhappy with the latest iPhone update.
361,1,The camera on the iPhone is top-notch.
362,1,"Switched to iPhone recently, best decision ever!"
363,0,"iPhone's performance is incredible, so fast!"
364,0,"Switched to iPhone recently, best decision ever!"
365,1,Miss the headphone jack on the iPhone.
366,0,"iPhone's design is sleek and elegant, a big fan!"
367,0,"Switched to iPhone recently, best decision ever!"
368,1,"iPhone's performance is incredible, so fast!"
369,1,Experiencing a lot of glitches with my iPhone.
370,1,Not satisfied with the customer service for my iPhone.
371,0,"iPhone's design is sleek and elegant, a big fan!"
372,1,"Switched to iPhone recently, best decision ever!"
373,0,Not satisfied with the customer service for my iPhone.
374,1,"Switched to iPhone recently, best decision ever!"
375,0,Not satisfied with the customer service for my iPhone.
376,1,Experiencing a lot of glitches with my iPhone.
377,0,"iPhone's design is sleek and elegant, a big fan!"
378,0,unhappy with the latest iPhone update.
379,0,The camera on the iPhone is top-notch.
380,0,Not satisfied with the customer service for my iPhone.
381,0,"Switched to iPhone recently, best decision ever!"
382,0,"Switched to iPhone recently, best decision ever!"
383,1,unhappy with the latest iPhone update.
384,0,unhappy with the latest iPhone update.
385,0,unhappy with the latest iPhone update.
386,0,"Switched to iPhone recently, best decision ever!"
387,1,"iPhone's design is sleek and elegant, a big fan!"
388,1,The camera on the iPhone is top-notch.
389,1,"Switched to iPhone recently, best decision ever!"
390,0,Really disappointed with my iPhone's battery life.
391,1,"Switched to iPhone recently, best decision ever!"
392,1,Not satisfied with the customer service for my iPhone.
393,0,"iPhone's performance is incredible, so fast!"
394,1,"Switched to iPhone recently, best decision ever!"
395,1,"Switched to iPhone recently, best decision ever!"
396,0,The camera on the iPhone is top-notch.
397,1,Miss the headphone jack on the iPhone.
398,0,Miss the headphone jack on the iPhone.
399,0,"iPhone's design is sleek and elegant, a big fan!"
400,0,"iPhone's performance is incredible, so fast!"
401,0,Not satisfied with the customer service for my iPhone.
402,1,Not satisfied with the customer service for my iPhone.
403,0,"Love my new iPhone, it's amazing!"
404,0,"iPhone's design is sleek and elegant, a big fan!"
405,0,"iPhone's design is sleek and elegant, a big fan!"
406,0,Not satisfied with the customer service for my iPhone.
407,1,"Switched to iPhone recently, best decision ever!"
408,0,unhappy with the latest iPhone update.
409,0,"iPhone's performance is incredible, so fast!"
410,0,"Switched to iPhone recently, best decision ever!"
411,1,Experiencing a lot of glitches with my iPhone.
412,1,"Switched to iPhone recently, best decision ever!"
413,0,Not satisfied with the customer service for my iPhone.
414,1,"Switched to iPhone recently, best decision ever!"
415,0,"Love my new iPhone, it's amazing!"
416,0,unhappy with the latest iPhone update.
417,0,Experiencing a lot of glitches with my iPhone.
418,1,"Love my new iPhone, it's amazing!"
419,1,"iPhone's performance is incredible, so fast!"
420,1,Miss the headphone jack on the iPhone.
421,0,Experiencing a lot of glitches with my iPhone.
422,1,Really disappointed with my iPhone's battery life.
423,0,Experiencing a lot of glitches with my iPhone.
424,1,"Love my new iPhone, it's amazing!"
425,0,"iPhone's design is sleek and elegant, a big fan!"
426,1,Miss the headphone jack on the iPhone.
427,0,"Love my new iPhone, it's amazing!"
428,1,"iPhone's performance is incredible, so fast!"
429,0,Experiencing a lot of glitches with my iPhone.
430,1,Really disappointed with my iPhone's battery life.
431,0,Experiencing a lot of glitches with my iPhone.
432,1,Miss the headphone jack on the iPhone.
433,0,Experiencing a lot of glitches with my iPhone.
434,1,Really disappointed with my iPhone's battery life.
435,1,Experiencing a lot of glitches with my iPhone.
436,0,The camera on the iPhone is top-notch.
437,1,The camera on the iPhone is top-notch.
438,0,"iPhone's design is sleek and elegant, a big fan!"
439,1,The camera on the iPhone is top-notch.
440,1,"Love my new iPhone, it's amazing!"
441,0,"Switched to iPhone recently, best decision ever!"
442,0,Not satisfied with the customer service for my iPhone.
443,0,unhappy with the latest iPhone update.
444,1,"iPhone's performance is incredible, so fast!"
445,1,Not satisfied with the customer service for my iPhone.
446,1,Really disappointed with my iPhone's battery life.
447,0,"iPhone's performance is incredible, so fast!"
448,1,"Switched to iPhone recently, best decision ever!"
449,0,"iPhone's performance is incredible, so fast!"
450,0,"iPhone's performance is incredible, so fast!"
451,1,unhappy with the latest iPhone update.
452,0,Really disappointed with my iPhone's battery life.
453,0,"iPhone's performance is incredible, so fast!"
454,0,"Love my new iPhone, it's amazing!"
455,0,"Love my new iPhone, it's amazing!"
456,1,"Switched to iPhone recently, best decision ever!"
457,0,The camera on the iPhone is top-notch.
458,0,Experiencing a lot of glitches with my iPhone.
459,1,"iPhone's performance is incredible, so fast!"
460,0,Really disappointed with my iPhone's battery life.
461,0,Experiencing a lot of glitches with my iPhone.
462,0,The camera on the iPhone is top-notch.
463,0,Really disappointed with my iPhone's battery life.
464,0,Not satisfied with the customer service for my iPhone.
465,1,"Switched to iPhone recently, best decision ever!"
466,1,Miss the headphone jack on the iPhone.
467,0,The camera on the iPhone is top-notch.
468,1,The camera on the iPhone is top-notch.
469,1,Experiencing a lot of glitches with my iPhone.
470,1,Really disappointed with my iPhone's battery life.
471,1,Miss the headphone jack on the iPhone.
472,0,unhappy with the latest iPhone update.
473,0,Not satisfied with the customer service for my iPhone.
474,1,unhappy with the latest iPhone update.
475,0,"Switched to iPhone recently, best decision ever!"
476,1,Really disappointed with my iPhone's battery life.
477,0,"Love my new iPhone, it's amazing!"
478,1,The camera on the iPhone is top-notch.
479,0,"iPhone's design is sleek and elegant, a big fan!"
480,1,The camera on the iPhone is top-notch.
481,1,Experiencing a lot of glitches with my iPhone.
482,0,unhappy with the latest iPhone update.
483,0,"Switched to iPhone recently, best decision ever!"
484,1,The camera on the iPhone is top-notch.
485,1,"iPhone's design is sleek and elegant, a big fan!"
486,1,Really disappointed with my iPhone's battery life.
487,0,Not satisfied with the customer service for my iPhone.
488,0,"iPhone's design is sleek and elegant, a big fan!"
489,1,Not satisfied with the customer service for my iPhone.
490,0,Experiencing a lot of glitches with my iPhone.
491,1,"Love my new iPhone, it's amazing!"
492,0,"iPhone's design is sleek and elegant, a big fan!"
493,0,"Love my new iPhone, it's amazing!"
494,1,"Love my new iPhone, it's amazing!"
495,1,"iPhone's design is sleek and elegant, a big fan!"
496,0,"Love my new iPhone, it's amazing!"
497,0,"iPhone's performance is incredible, so fast!"
498,1,Not satisfied with the customer service for my iPhone.
499,0,Miss the headphone jack on the iPhone.
500,1,unhappy with the latest iPhone update.
501,1,Experiencing a lot of glitches with my iPhone.
502,1,The camera on the iPhone is top-notch.
503,1,"iPhone's performance is incredible, so fast!"
504,0,Really disappointed with my iPhone's battery life.
505,0,"Switched to iPhone recently, best decision ever!"
506,0,"iPhone's design is sleek and elegant, a big fan!"
507,0,"iPhone's performance is incredible, so fast!"
508,0,"Love my new iPhone, it's amazing!"
509,1,"Switched to iPhone recently, best decision ever!"
510,0,Really disappointed with my iPhone's battery life.
511,1,The camera on the iPhone is top-notch.
512,1,Experiencing a lot of glitches with my iPhone.
513,1,"Switched to iPhone recently, best decision ever!"
514,0,"iPhone's performance is incredible, so fast!"
515,1,Really disappointed with my iPhone's battery life.
516,0,Experiencing a lot of glitches with my iPhone.
517,1,"iPhone's design is sleek and elegant, a big fan!"
518,0,Experiencing a lot of glitches with my iPhone.
519,0,Really disappointed with my iPhone's battery life.
520,1,"Switched to iPhone recently, best decision ever!"
521,1,"iPhone's design is sleek and elegant, a big fan!"
522,1,"iPhone's design is sleek and elegant, a big fan!"
523,0,unhappy with the latest iPhone update.
524,0,Miss the headphone jack on the iPhone.
525,0,unhappy with the latest iPhone update.
526,0,unhappy with the latest iPhone update.
527,0,Really disappointed with my iPhone's battery life.
528,0,"iPhone's performance is incredible, so fast!"
529,1,unhappy with the latest iPhone update.
530,0,unhappy with the latest iPhone update.
531,0,"Love my new iPhone, it's amazing!"
532,0,Miss the headphone jack on the iPhone.
533,0,Really disappointed with my iPhone's battery life.
534,0,"iPhone's design is sleek and elegant, a big fan!"
535,0,Really disappointed with my iPhone's battery life.
536,1,Experiencing a lot of glitches with my iPhone.
537,0,Miss the headphone jack on the iPhone.
538,0,The camera on the iPhone is top-notch.
539,1,"iPhone's design is sleek and elegant, a big fan!"
540,0,"Switched to iPhone recently, best decision ever!"
541,0,"iPhone's performance is incredible, so fast!"
542,1,Not satisfied with the customer service for my iPhone.
543,0,Experiencing a lot of glitches with my iPhone.
544,1,Experiencing a lot of glitches with my iPhone.
545,0,Really disappointed with my iPhone's battery life.
546,0,"Switched to iPhone recently, best decision ever!"
547,1,"Switched to iPhone recently, best decision ever!"
548,1,Miss the headphone jack on the iPhone.
549,0,Miss the headphone jack on the iPhone.
550,1,unhappy with the latest iPhone update.
551,0,Miss the headphone jack on the iPhone.
552,1,"Switched to iPhone recently, best decision ever!"
553,0,"Switched to iPhone recently, best decision ever!"
554,1,Miss the headphone jack on the iPhone.
555,1,"iPhone's performance is incredible, so fast!"
556,1,The camera on the iPhone is top-notch.
557,0,The camera on the iPhone is top-notch.
558,0,Experiencing a lot of glitches with my iPhone.
559,1,Not satisfied with the customer service for my iPhone.
560,1,Miss the headphone jack on the iPhone.
561,0,"iPhone's design is sleek and elegant, a big fan!"
562,0,"iPhone's design is sleek and elegant, a big fan!"
563,1,Miss the headphone jack on the iPhone.
564,1,Miss the headphone jack on the iPhone.
565,1,Really disappointed with my iPhone's battery life.
566,1,unhappy with the latest iPhone update.
567,0,unhappy with the latest iPhone update.
568,1,"Love my new iPhone, it's amazing!"
569,0,"iPhone's performance is incredible, so fast!"
570,1,"iPhone's performance is incredible, so fast!"
571,1,Miss the headphone jack on the iPhone.
572,0,Really disappointed with my iPhone's battery life.
573,0,The camera on the iPhone is top-notch.
574,0,Not satisfied with the customer service for my iPhone.
575,0,unhappy with the latest iPhone update.
576,1,"iPhone's performance is incredible, so fast!"
577,0,"iPhone's design is sleek and elegant, a big fan!"
578,1,Miss the headphone jack on the iPhone.
579,1,The camera on the iPhone is top-notch.
580,1,unhappy with the latest iPhone update.
581,1,The camera on the iPhone is top-notch.
582,1,The camera on the iPhone is top-notch.
583,1,"iPhone's design is sleek and elegant, a big fan!"
584,1,"Love my new iPhone, it's amazing!"
585,0,The camera on the iPhone is top-notch.
586,0,Not satisfied with the customer service for my iPhone.
587,1,unhappy with the latest iPhone update.
588,0,The camera on the iPhone is top-notch.
589,1,"iPhone's performance is incredible, so fast!"
590,0,Miss the headphone jack on the iPhone.
591,1,Miss the headphone jack on the iPhone.
592,1,"Switched to iPhone recently, best decision ever!"
593,0,"iPhone's design is sleek and elegant, a big fan!"
594,0,"iPhone's design is sleek and elegant, a big fan!"
595,0,Miss the headphone jack on the iPhone.
596,1,"Love my new iPhone, it's amazing!"
597,1,unhappy with the latest iPhone update.
598,1,unhappy with the latest iPhone update.
599,0,Not satisfied with the customer service for my iPhone.
600,1,"Love my new iPhone, it's amazing!"
601,0,Really disappointed with my iPhone's battery life.
602,0,unhappy with the latest iPhone update.
603,0,"iPhone's design is sleek and elegant, a big fan!"
604,0,Miss the headphone jack on the iPhone.
605,0,Experiencing a lot of glitches with my iPhone.
606,0,Experiencing a lot of glitches with my iPhone.
607,1,Not satisfied with the customer service for my iPhone.
608,1,unhappy with the latest iPhone update.
609,0,Really disappointed with my iPhone's battery life.
610,0,unhappy with the latest iPhone update.
611,1,"Love my new iPhone, it's amazing!"
612,0,"Switched to iPhone recently, best decision ever!"
613,0,The camera on the iPhone is top-notch.
614,0,Not satisfied with the customer service for my iPhone.
615,0,"Love my new iPhone, it's amazing!"
616,0,Experiencing a lot of glitches with my iPhone.
617,1,Not satisfied with the customer service for my iPhone.
618,1,"Love my new iPhone, it's amazing!"
619,1,Not satisfied with the customer service for my iPhone.
620,0,Experiencing a lot of glitches with my iPhone.
